2022-07-16 08:31:57 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:57:54 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:57:54 error: [GET] /api/tags >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:57:54 error: [GET] /api/shipping-methods >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:57:54 error: [GET] /api/products >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:57:54 error: [GET] /api/categories >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:57:54 error: [GET] /api/user/shopping-lists >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:58:11 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:58:27 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 09:58:34 error: [POST] /api/auth/sign-in >> StatusCode:: 404, Message:: Invalid credentials
2022-07-16 09:58:36 error: [POST] /api/auth/sign-in >> StatusCode:: 404, Message:: Invalid credentials
2022-07-16 09:58:51 error: [POST] /api/auth/sign-up >> StatusCode:: 409, Message:: User with email example@gmail.com already exists
2022-07-16 16:08:26 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 18:16:26 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 18:16:26 error: [GET] /api/tags >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 18:16:26 error: [GET] /api/products >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 18:16:26 error: [GET] /api/categories >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 18:16:26 error: [GET] /api/user/shopping-lists >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 18:16:26 error: [GET] /api/shipping-methods >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-16 18:51:57 error: [POST] /api/cart/checkout >> StatusCode:: 400, Message:: property products should not exist, productsIds must be an array, each value in shippingMethod must be a valid enum value
2022-07-16 18:57:30 error: [POST] /api/cart/checkout >> StatusCode:: 400, Message:: property productIds should not exist, productsIds must be an array, each value in shippingMethod must be a valid enum value
2022-07-16 18:58:16 error: [POST] /api/cart/checkout >> StatusCode:: 400, Message:: each value in shippingMethod must be a valid enum value
2022-07-16 18:59:17 error: [POST] /api/cart/checkout >> StatusCode:: 500, Message:: UserProduct.relationMappings.user: join: either `from` or `to` must point to the owner model table and the other one to the related table. It might be that specified table 'user' is not correct
2022-07-16 18:59:51 error: [POST] /api/cart/checkout >> StatusCode:: 500, Message:: Cannot read property 'uuid' of undefined
