2022-07-10 09:10:11 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:26:36 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:26:36 error: [GET] /api/tags >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:26:36 error: [GET] /api/products >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:26:36 error: [GET] /api/categories >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:26:36 error: [GET] /api/user/shopping-lists >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:45:33 error: [GET] /api/tags >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:45:33 error: [GET] /api/products >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:45:33 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:45:33 error: [GET] /api/user/shopping-lists >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:45:33 error: [GET] /api/categories >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:45:49 error: [POST] /api/auth/sign-up >> StatusCode:: 400, Message:: each value in userType must be a valid enum value
2022-07-10 12:45:58 error: [POST] /api/auth/sign-in >> StatusCode:: 404, Message:: Invalid credentials
2022-07-10 12:46:13 error: [POST] /api/auth/sign-up >> StatusCode:: 400, Message:: each value in userType must be a valid enum value
2022-07-10 12:46:33 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:46:39 error: [POST] /api/auth/sign-up >> StatusCode:: 400, Message:: each value in userType must be a valid enum value
2022-07-10 12:47:56 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:48:02 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:48:05 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:48:09 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:48:23 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
2022-07-10 12:48:26 error: [POST] /api/auth/sign-up >> StatusCode:: 500, Message:: undefined passed as an item in argument #1 for 'whereInComposite' operation. Call skipUndefined() method to ignore the undefined values.
2022-07-10 12:49:21 error: [POST] /api/auth/sign-up >> StatusCode:: 409, Message:: User with email example@gmail.com already exists
2022-07-10 16:25:46 error: [GET] /api/auth/refresh-session >> StatusCode:: 401, Message:: Wrong authentication token
